surv_int,cases,pop,region,yr_start,yr_end,lat,lon,model_pr,PYOR,pr,MLclass,MLprob,PCMlte5,PCMgt5lt40,PCMgte40,MEDIAN,Q975,Q025,Q75,Q75,Q25,width95,width75,SD,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249
7,156,1147,CSE Asia,1990,1991,84.739,22.281,16.243,1147,14.31,2,0.46477,0.39023,0.46477,0.145,0.08272,0.77277,0.00189,0.24566,0.02395,0.77088,0.22171,0.21037,0.20356,0.06389,0.36029,0.00484,0.44798,0.00609,0.01851,0.05127,0.11317,0.00969,0.12584,0.8286,0.73815,0.83509,0.92132,0.01659,0.21336,0.28094,0.20384,0.38244,0.01132,0.14044,0.02126,0.06528,0.02375,0.01944,0.06832,0.02373,0.08636,0.0605,0.61963,0.22759,0.10109,0.02827,0.00485,0.14789,0.44757,0.31915,0.00424,0.00399,0.0018,0.04305,0.03278,0.0129,0.45463,0.04407,0.00582,0.08871,0.00293,0.00118,0.01425,0.2375,0.24446,0.48416,0.11146,0.13421,0.65581,0.27233,0.02137,0.08585,0.01267,0.02882,0.07768,0.20667,0.08929,0.06474,0.03138,0.30672,0.00094,0.05833,0.05417,0.01048,0.85481,0.17193,0.34353,0.00545,0.06189,0.03389,0.02578,0.00316,0.69178,0.11245,0.21512,0.07623,0.45725,0.03128,0.6308,0.4264,0.33214,0.50037,0.00246,0.05852,0.01531,0.01962,0.114,0.04316,0.06074,0.00239,0.04895,0.00212,0.16496,0.00224,0.04621,0.10032,0.01229,0.05785,0.06752,0.00273,0.0446,0.01861,0.19118,0.13516,0.21552,0.02543,0.01419,0.0639,0.01944,0.5167,0.03695,0.09328,0.11147,0.03207,0.02977,0.26511,0.12913,0.0289,0.00889,0.08553,0.05571,0.01305,0.19179,0.01455,0.05102,0.06287,0.02772,0.03391,0.00547,0.01617,0.04704,0.25199,0.04681,0.04069,0.19678,0.02502,0.0179,0.12851,0.80565,0.13938,0.05899,0.37531,0.1036,0.57651,0.02408,0.06107,0.02142,0.07049,0.73599,0.11832,0.04211,0.09148,0.19738,0.11035,0.02326,0.26164,0.16314,0.05941,0.12336,0.01686,0.20905,0.46431,0.42953,0.00485,0.07995,0.88153,0.02746,0.08416,0.22306,0.12601,0.68248,0.07458,0.73874,0.27491,0.02971,0.0297,0.04412,0.15506,0.00042,0.08099,0.03611,0.04509,0.02363,0.73648,0.03723,0.01522,0.00762,0.02399,0.04206,0.07104,0.05335,0.489,0.01194,0.12464,0.7226,0.77459,0.11825,0.25735,0.36661,0.56929,0.5116,0.67926,0.02732,0.01374,0.54356,0.08166,0.20451,0.42176,0.02486,0.01601,0.23469,0.03733,0.3613,0.01705,0.10764,0.01854,0.26595,0.00769,0.00553,0.06778,0.00723,0.07798,0.05371
7,21,421,CSE Asia,1989,1990,102.382,12.916,9.941,421,14.53,1,0.64109,0.64109,0.28293,0.07599,0.0215,0.68297,0.00014,0.10076,0.00412,0.68282,0.09664,0.17547,0.24386,0.05692,0.75969,0.54654,0.1476,0.00157,0.03767,0.05116,0.00017,0.37763,0.00028,0.00038,0.00862,0.00721,0.00219,0.0401,0.00297,0.00366,0.00103,0.56419,0.05641,0.00262,0.05071,0.0503,0.00193,0.00137,0.04613,0.00231,0.03869,0.56964,0.14181,0.356,0.01018,0.2055,0.00661,0.01023,0.0037,0.00636,0.02195,0.04671,0.02976,0.16897,0.00492,0.01444,0.02523,0.03788,0.07458,0.01587,0.0226,0.00077,0.20868,0.56866,0.00817,0.39994,3.00E-05,0.01694,0.0044,0.15587,4.00E-04,0.03146,0.00642,0.22237,0.02944,0.02219,0.43311,0.19231,6.00E-05,0.01723,0.03189,0.64663,0.04458,0.08223,0.01182,0.00066,0.00481,0.83701,0.02267,0.05541,0.19488,0.09713,0.03977,0.03734,0.06231,0.19615,0.09126,0.00476,0.91174,0.4093,0.0301,0.00685,0.36592,0.00042,0.0036,0.0051,0.05407,0.00196,0.07955,0.00613,0.03071,0.01691,0.0024,0.04332,0.01955,2.00E-04,0.00865,0.00106,0.00186,0.13473,0.00769,0.0062,0.01966,0.05198,0.06292,0.67813,0.01673,0.81704,0.53809,0.01966,0.00338,0.49629,0.03795,0.02503,0.1361,0.04412,0.00202,0.00719,0.06826,0.02003,0.36245,0.04382,0.04424,0.01087,0.04681,0.00078,0.03574,0.25834,0.00667,0.01985,0.07116,0.10342,0.01592,0.00089,0.00168,0.33792,0.00205,0.00283,0.02639,0.01561,0.02168,0.05442,0.00244,0.00014,0.0071,0.3543,0.01899,0.0352,0.00028,0.00205,0.03488,0.01057,0.10852,2.00E-04,0.03009,0.48201,0.1264,0.50193,0.0774,6.00E-05,0.02933,0.31114,0.03627,0.00336,0.00168,0.00849,0.00036,0.12743,0.36974,0.04017,0.03427,0.02972,0.00425,0.00853,0.00149,0.03806,0.00798,0.00757,0.12499,0.11278,0.04011,0.03432,0.03143,0.00583,0.00219,0.00569,0.00227,0.00694,0.00021,0.00783,0.00553,0.00263,0.00058,0.02746,0.69567,0.11858,0.00776,0.00355,0.01905,0.04628,0.00288,0.00044,0.00523,0.11878,0.00154,0.08242,0.41182,0.06323,0.38552,0.82411,0.00135,0.01253,0.02311,0.00026,0.06176,0.00069,0.00469,0.097,0.00021,0.0015,0.25688,0.00458,0.00296
7,8026,22515,CSE Asia,1990,1992,91.982,26.116,31.781,67545,18.31,2,0.43498,0.21701,0.43498,0.348,0.22435,0.93823,0.00342,0.54142,0.06274,0.93481,0.47868,0.2924,0.05205,0.09544,0.13776,0.01921,0.03215,0.00492,0.54104,0.08905,0.7415,0.55066,0.93034,0.83594,0.01921,0.89849,0.04398,0.48226,0.44683,0.11338,0.46435,0.04697,0.79425,0.02718,0.00219,0.81346,0.02432,0.0779,0.43028,0.33456,0.63142,0.79726,0.17328,0.80593,0.87472,0.07579,0.27302,0.91112,0.06406,0.4514,0.5385,0.08829,0.42232,0.15997,0.09996,0.46702,0.00182,0.03654,0.00938,0.01803,0.00149,0.00915,0.82003,0.12525,0.38509,0.14865,0.0721,0.83808,0.05343,0.55364,0.02501,0.09598,0.39217,0.57216,0.01099,0.63483,0.28159,0.07343,0.42072,0.01225,0.35653,0.69356,0.93412,0.44175,0.16398,0.16901,0.2403,0.02439,0.07299,0.91175,0.38335,0.01436,0.69767,0.25546,0.67409,0.47751,0.00258,0.69788,0.44578,0.85394,0.40831,0.84566,0.00695,0.06094,0.15319,0.84181,0.43523,0.15434,0.18389,0.59977,0.9057,0.14748,0.02183,0.31381,0.183,0.10594,0.54447,0.09018,0.07925,0.00528,0.05015,0.03267,0.27553,0.4351,0.02867,0.12066,0.5893,0.01662,0.06926,0.16734,0.02633,0.8001,0.05709,0.27438,0.00588,0.07944,0.58844,0.73639,0.44142,0.07196,0.44969,0.34336,0.08076,0.75971,0.88822,0.36017,0.26663,0.16929,0.5869,0.95371,0.11595,0.36856,0.43764,0.38212,0.1218,0.08463,0.32289,0.02426,0.30593,0.02514,0.06365,0.32589,0.16309,0.54225,0.24999,0.36406,0.20741,0.62792,0.42056,0.7226,0.00883,0.9657,0.06422,0.00152,0.38645,0.00648,0.05024,0.60441,0.01701,0.04238,0.01717,0.29441,0.94374,0.1399,0.05582,0.77597,0.06066,0.93116,0.22292,0.3792,0.40127,0.83395,0.11035,0.0066,0.25646,0.65985,0.05882,0.00725,0.01756,0.90411,0.99166,0.28559,0.4538,0.12853,0.01989,0.0236,0.09991,0.97419,0.03355,0.01276,0.60889,0.11833,0.0329,0.91704,0.033,0.9006,0.28554,0.75666,0.0214,0.69298,0.2499,0.56037,0.02947,0.30116,0.46961,0.76672,0.55684,0.70323,0.51404,0.27838,0.05615,0.22586,0.87668,0.10518,0.30693,0.14849,0.76989,0.26557,0.20196,0.04369,0.56272,0.09442,0.06138
7,174,1750,CSE Asia,2001,2002,94.199,26.601,18.006,2625,19,1,0.45686,0.45686,0.35761,0.18553,0.06521,0.88351,0.00034,0.27906,0.01146,0.88318,0.26761,0.25361,0.48396,0.71088,0.03765,0.27807,0.15227,0.01015,0.59481,0.02302,0.09008,0.03849,0.01571,0.08888,0.00669,1.00E-04,0.01943,0.00092,0.04492,0.23399,0.05569,0.00477,0.90792,0.02745,0.96386,0.01088,0.05193,0.42085,9.00E-04,0.57112,0.00052,0.74193,0.03,0.13177,0.16026,0.82912,0.43512,0.7398,0.83692,0.53159,0.81682,0.02851,0.74431,8.00E-05,0.0379,0.09177,0.00272,0.02201,0.00626,0.50639,0.01856,0.14433,0.01139,0.28763,0.00392,0.09567,0.00533,0.1036,0.02488,0.00493,0.15213,0.49225,0.02447,0.02222,0.3192,0.00162,0.00506,0.01238,0.40179,0.00327,0.01264,0.00145,0.01674,0.26033,0.52953,0.03517,0.14682,0.01628,0.00114,0.29772,0.09105,0.71091,0.80873,0.00417,0.07307,0.26884,0.21436,0.14613,0.00398,0.02672,0.50674,0.77209,0.34919,0.91432,0.15378,0.01772,0.00039,0.02661,0.04598,0.8211,0.11482,0.19919,0.04945,0.20461,0.19619,0.57851,0.00084,0.17871,0.00188,0.14929,0.42714,0.02048,0.01856,0.31839,0.10843,0.0741,0.59796,0.0106,0.03398,0.00756,0.09383,0.22641,0.12826,0.44673,0.052,0.06023,0.02307,0.33857,0.01129,0.00434,0.03053,0.00286,0.00306,0.24943,0.00024,0.00604,0.03326,0.05301,0.00713,0.14744,0.04738,0.8759,0.00161,0.01408,0.0442,0.00581,0.0371,0.01241,0.01427,0.04428,0.02821,0.05417,0.01058,0.48774,0.03198,0.04695,0.05403,0.25855,0.3097,0.03468,0.01019,0.10205,0.22719,0.02973,0.03209,0.03316,0.06887,0.08966,0.61577,0.01136,0.13221,0.00316,0.13407,0.00216,0.23266,0.79464,0.0587,0.14418,0.4508,0.03692,0.03964,0.06453,0.27105,0.48349,0.01673,0.01014,0.00067,0.18817,0.09519,0.27223,0.0038,0.29396,0.04569,0.0226,0.69852,0.01144,0.816,0.06212,0.16069,0.27562,0.04069,0.2657,9.00E-05,0.82014,0.00302,0.07827,0.00812,0.32662,0.15494,0.08866,0.01299,0.00126,0.10197,0.0284,0.8292,0.9508,0.01438,0.04047,0.25671,0.643,0.0346,0.25847,0.7529,0.48334,0.00173,0.11293,0.95418,0.00135,0.00463,0.11838,0.00641,0.06376,0.6318
7,797,811,CSE Asia,1991,1993,84.791,22.346,16.596,1622,19.3,2,0.51172,0.34235,0.51172,0.14593,0.09688,0.74904,0.00312,0.25866,0.03163,0.74592,0.22702,0.20355,0.27773,0.00858,0.0104,0.07239,0.03673,0.10021,0.16389,0.56297,0.11253,0.57923,0.72692,0.59679,0.17109,0.83852,0.674,0.54811,0.59409,0.62391,0.49167,0.73845,0.05746,0.03472,0.14909,0.00567,0.09757,0.01245,0.1078,0.12287,0.23452,0.05578,0.08943,0.10594,0.73803,0.0329,0.09752,0.05078,0.19949,0.06271,0.04311,0.0338,0.1427,0.14108,0.03656,0.04969,0.26084,0.10046,0.07042,0.1116,0.00579,0.02084,0.11198,0.34493,0.08638,0.02791,0.01615,0.55237,0.43031,0.34406,0.25054,0.28753,0.01111,0.21789,0.32065,0.27163,0.20462,0.09439,0.49406,0.08762,0.28333,0.12108,0.00901,0.03294,0.14916,0.00637,0.33951,0.0041,0.17649,0.01915,0.07759,0.07005,0.13984,0.85444,0.46541,0.4525,0.23576,0.09313,0.327,0.46074,0.09324,0.01076,0.00269,0.08127,0.61357,0.06223,0.00988,0.1569,0.0321,0.00958,0.1196,0.12526,0.01254,0.01206,0.06875,0.02014,0.04769,0.02754,0.05522,0.0428,0.04776,0.13883,0.00489,0.00337,0.04084,0.0061,0.43551,0.03575,0.06025,0.05998,0.1431,0.25758,0.87514,0.01016,0.45103,0.07521,0.27164,0.00846,0.07819,0.01086,0.32027,0.53537,0.09356,0.15297,0.35326,0.01404,0.6372,0.07147,0.06471,0.07715,0.31671,0.03497,0.21242,0.34064,0.27805,0.15768,0.23185,0.01132,0.18538,0.06048,0.16946,0.01942,0.07759,0.10278,0.08802,0.16051,0.35925,0.065,0.00856,0.39012,0.12695,0.04378,0.75833,0.10839,0.03468,0.431,0.01425,0.13413,0.22527,0.37903,0.70914,0.09018,0.16548,0.05983,0.08972,0.63888,0.20083,0.13636,0.43017,0.16032,0.35274,0.08109,0.15425,0.12662,0.08048,0.00183,0.16376,0.33585,0.2331,0.07974,0.47414,0.77753,0.03138,0.11993,0.02835,0.22398,0.01807,0.42497,0.0064,0.01408,0.16697,0.07434,0.3087,0.04011,0.33856,0.34093,0.21225,0.29526,0.709,0.79906,0.68748,0.83014,0.16562,0.01836,0.08289,0.42804,0.00058,0.0218,0.08167,0.03178,0.09676,0.06726,0.02625,0.22639,0.00253,0.00894,0.00895,0.06435,0.12272,0.00819,0.03093,0.02003,0.4267
7,285,1226,CSE Asia,1990,1991,84.783,22.301,12.524,1226,19.95,2,0.48388,0.35239,0.48388,0.16374,0.09717,0.79134,0.0024,0.27512,0.02902,0.78893,0.2461,0.21791,0.06852,0.60002,0.03907,0.1274,0.21766,0.48346,0.09824,0.66147,0.2644,0.68337,0.09438,0.86285,0.94634,0.08739,0.61272,0.02807,0.79326,0.68936,0.15664,0.23716,0.02193,0.01679,0.16453,0.04209,0.0105,0.00914,0.17081,0.20346,0.02503,0.01606,0.06616,0.11196,0.14715,0.15685,0.35408,0.0386,0.00341,0.18603,0.14904,0.20935,0.43417,0.14856,0.25514,0.03622,0.00719,0.04777,0.05046,0.59482,0.01196,0.01008,0.46767,0.63736,0.14203,0.07192,0.18117,0.17715,0.62526,0.31585,0.16472,0.21899,0.24927,0.33377,0.03427,0.05438,0.02037,0.17033,0.48427,0.05771,0.06397,0.01902,0.00306,0.40306,0.00174,0.0328,0.04474,0.42636,0.00445,0.12622,0.00587,0.00385,0.12089,0.5228,0.20583,0.05009,0.21798,0.79198,0.43962,0.83139,0.2653,0.65074,0.09964,0.20997,0.2741,0.01153,0.04264,0.20347,0.01662,0.07353,0.25826,0.02189,0.03961,0.00989,0.0799,0.14867,0.02825,0.02601,0.06596,0.01351,0.26115,0.06839,0.06116,0.24916,0.02159,0.15485,0.6873,0.77332,0.02935,0.02516,0.00758,0.02939,0.18858,0.02068,0.66556,0.05583,0.01764,0.03775,0.43814,0.41619,0.01104,0.69134,0.07875,0.10495,0.02145,0.00778,0.03019,0.00637,0.10279,0.02187,0.00645,0.1443,0.00144,0.04323,0.00774,0.04392,0.0592,0.10239,0.63656,0.00951,0.67616,0.00375,0.02893,0.10573,0.36422,0.04978,0.22895,0.28594,0.00573,0.04421,0.01548,0.09243,0.13906,0.13025,0.11613,0.08197,0.10894,0.16123,0.16362,0.45724,0.164,0.18229,0.35395,0.52694,0.06003,0.72115,0.34416,0.03191,0.17322,0.35132,0.48934,0.33681,0.02053,0.01047,0.16451,0.46764,0.05164,0.11755,0.00598,0.02793,0.10533,0.03964,0.10254,0.03602,0.00648,0.00271,0.18535,0.48428,0.00817,0.06928,0.11087,0.04293,0.83647,0.61082,0.5287,0.60639,0.91718,0.79134,0.36584,0.26136,0.37602,0.11102,0.00866,0.01924,0.77745,0.14203,0.02528,0.00408,0.19075,0.54695,0.00188,0.01268,0.28554,0.01071,0.04168,0.39911,0.41829,0.00225,0.0245,0.07248,0.00247,0.40864,0.19945
14,42,367,CSE Asia,2003,2003,84.799,22.133,4.787,367,22.54,1,0.65364,0.65364,0.33532,0.01103,0.02951,0.30255,0.00162,0.07166,0.01146,0.30093,0.0602,0.08239,0.02034,0.00834,0.00536,0.00984,0.02408,0.00475,0.01352,0.01263,0.00397,0.02331,0.46437,0.02134,0.06156,0.00633,0.0164,0.03032,0.02277,0.01534,0.00873,0.04149,0.00096,0.05817,0.0112,0.13487,0.00329,0.01435,0.02038,0.02579,0.02731,0.00537,0.00439,0.04379,0.01263,0.02581,0.17659,0.05027,0.00911,0.03235,0.07862,0.00045,0.00148,0.22742,0.02317,0.04568,0.05197,0.00824,0.17895,0.18692,0.02754,0.0226,0.01559,0.02928,0.03443,0.13969,0.05022,0.1232,0.03639,0.1151,0.05754,0.04844,0.01916,0.00279,0.06516,0.04924,0.15296,0.12944,0.43427,0.02116,0.07893,0.0492,0.00345,0.10426,0.03775,0.18185,0.23744,0.2671,0.04189,0.02102,0.28553,0.12709,0.03588,0.0503,0.00181,0.02059,0.0052,0.00432,0.02849,0.17049,7.00E-04,0.17857,0.04859,0.04314,0.13866,0.03189,0.00115,0.00833,0.00204,0.01486,0.08367,0.00209,0.07768,0.00854,0.01667,0.07444,0.5121,0.03347,0.00342,0.22662,0.00269,0.00517,0.00461,0.0133,0.05512,0.01051,0.03302,0.05232,0.08599,0.0434,0.0223,0.21736,0.0722,0.01168,0.00055,0.16271,0.02389,0.02219,0.00084,0.03921,0.15233,0.00557,0.01999,0.01391,0.0226,0.01067,0.02275,0.00974,0.00346,0.01538,0.02135,0.0525,0.032,0.06403,0.03758,0.00811,0.0217,0.00932,0.01534,0.05219,0.06326,0.00773,0.03359,0.24489,0.01201,0.00576,0.01436,0.0599,0.00803,0.04823,0.01428,0.13198,0.05535,0.09652,0.33294,0.00059,0.02351,0.05834,0.02943,0.04677,0.16619,0.00259,0.04194,0.08126,0.00282,0.0044,0.02007,0.0086,0.0061,0.01929,0.05904,0.00214,0.19243,0.02135,0.01946,0.01896,0.34686,0.14579,0.0018,0.69131,0.07415,0.008,0.07455,0.01336,0.0353,0.08261,0.02204,0.03253,0.24366,0.28727,0.0249,0.12291,0.0132,0.04612,0.01365,0.23837,0.04768,0.27681,0.01531,0.30232,0.13714,0.05032,0.01323,0.0319,0.01377,0.01215,0.0388,0.09677,0.0017,0.41741,0.05109,0.06447,0.02385,0.04463,0.17904,0.02837,0.07224,0.06491,0.02365,0.00665,0.1627,0.06397,0.03064
7,515,264,CSE Asia,1998,2000,84.785,22.1749,10.354,793,23.07,1,0.4984,0.4984,0.41697,0.08462,0.05035,0.6512,0.00113,0.15743,0.01443,0.65006,0.143,0.17134,0.02809,0.00286,0.05759,0.00504,0.00368,0.06721,0.00022,0.0143,0.01549,0.01115,0.00285,0.00518,0.11653,0.70034,0.09894,0.0209,0.031,0.71108,0.0732,0.0833,0.0057,0.00295,0.06924,0.01391,0.00129,0.01773,0.00874,0.00532,0.13688,0.00865,0.0909,0.08501,0.21509,0.37461,0.14812,0.01698,0.06521,0.18378,0.06588,0.02233,0.04345,0.17958,0.07608,0.01935,0.00632,0.08987,0.1486,0.04116,0.46411,0.01825,0.16966,0.00262,0.00326,0.84448,0.31785,0.00824,0.05325,0.26653,0.13707,0.056,0.0066,0.01229,0.02089,0.07999,0.02882,0.0352,0.07009,0.10236,0.67861,0.00169,0.18529,0.15425,0.15876,0.00063,0.05218,0.18273,0.15584,0.05464,0.0155,0.08451,0.17983,0.35526,0.12419,0.14507,0.45547,0.17134,0.01643,0.09319,0.1661,0.00809,0.04341,0.19668,0.00169,0.43677,0.11229,0.00406,0.09391,0.33335,0.00695,0.01819,0.00098,0.15859,0.04424,0.03391,0.06591,0.01046,0.02481,0.18576,0.04392,0.00693,0.68493,0.03163,0.17895,0.12232,0.01106,0.01103,0.05524,0.16727,0.29608,0.01341,0.01466,0.03716,0.23244,0.24929,0.00732,0.02316,0.03755,0.25668,0.00503,0.06915,0.02435,0.02173,0.00434,0.09093,0.11267,0.44087,0.07779,0.03028,0.03781,0.1146,0.17071,0.00391,0.0182,0.14893,0.01687,0.06594,0.33102,0.16492,0.05693,0.40628,0.05946,0.04844,0.02044,0.02697,0.02759,0.04946,0.53011,0.60903,0.00881,0.00785,0.32406,0.00947,0.00107,0.08126,0.03515,0.01819,0.01639,0.03453,0.04655,0.36566,0.00835,0.00059,0.00116,0.0493,0.00966,0.05577,0.00753,0.00186,0.00073,0.00337,0.44726,0.02499,0.10203,0.00062,0.00995,0.13588,0.0075,0.00145,0.00093,0.00459,0.07199,0.01593,0.06763,0.10979,0.30716,0.17125,0.19894,0.0156,0.10389,0.02129,0.1645,0.46309,0.18931,0.18719,0.0488,0.02489,0.10849,0.02931,0.07022,0.05342,0.19675,0.13193,0.29398,0.00677,0.44889,0.00953,0.01982,0.19395,0.00302,0.36164,0.09548,0.00125,0.06041,0.03348,0.05842,0.25801,0.03851,0.11588,0.4733,0.49871,0.02136
7,288,430,CSE Asia,1987,1995,80.32,23.03,18.813,3870,23.34,1,0.50587,0.50587,0.2713,0.22283,0.0476,0.9537,3.00E-05,0.33278,0.0041,0.95367,0.32868,0.29519,0.02065,4.00E-04,0.80521,0.01339,0.90584,0.03073,0.0221,0.00749,0.0071,0.0278,0.25888,0.28457,0.00299,0.02397,0.308,0.90359,0.57413,0.18943,0.00072,0.532,0.00149,0.00428,5.00E-05,0.14237,0.00521,0.11592,0.00097,0.76029,0.13726,0.00523,0.78283,0.34054,0.08269,0.00866,0.00216,0.85519,0.13655,0.00607,0.00172,0.36804,0.09236,0.00018,0.09817,0.33697,0.0099,0.21084,0.00114,0.18324,0.06775,0.12628,0.98849,0.75239,0.02271,0.85125,0.49213,0.00952,0.00078,0.01032,0.00049,0.00191,0.02944,0.00018,0.04102,0.84027,0.01703,0,0.00029,0.90163,0.21843,0.01482,0.00905,0.00513,0.22384,1.00E-05,0.00768,0.00233,0.03232,0.09959,0.04155,0.04177,0.00395,0.00069,0.05542,0.00033,0.39361,0.10186,0.88569,0.00436,0.00811,0.02564,0.00078,0.05207,0.02081,0.88472,3.00E-05,0.00322,0.50071,0.08818,0.0814,0.83304,0.39478,0.02692,0.29943,0.65184,0.34707,0.06659,0.00017,0.16617,0.08283,0.00673,0.43909,0.13556,0.80678,0.00197,0.5599,0.01465,0.01109,0.18315,0.13286,0.00663,0.1877,0.95329,0.00104,0.00944,0.00033,0.02474,7.00E-05,0.00468,0.00072,0.75323,0.00664,9.00E-05,0.36816,0.22703,0.38047,0.04303,0.0105,0.00439,1.00E-05,0.00459,0.51532,0.00723,0.12898,0.11604,0.95893,0.01521,0.08673,0.00038,0.00011,0.37502,0.57624,0.24345,0.07032,0.00423,0.95802,0.19196,0.10569,0.83497,0.03237,0.03904,0.00381,0.01071,0.0023,0.00059,0.00066,0.98796,0.01792,0.96883,0.20692,0.69382,0.96709,0.42697,0.02288,0.00011,0.01556,0.92267,0.02976,0.01143,0.79497,0.0012,0.56369,0.44896,0.0037,0.71325,0.28874,3.00E-05,0.27762,0.00144,0.00206,5.00E-05,0.35719,3.00E-05,0.3435,0.00018,0.00264,0.01616,0.0064,0.07045,0.00489,0,0.46142,0.00033,0.34787,0.66181,0.54554,0.00322,0.01357,1.00E-05,0.05852,0.0486,0.06712,0.00605,0.02014,0.00043,0.03153,0.67313,0.14151,0.05736,0.0015,0.06521,8.00E-05,0.00932,0.08814,0.00075,1.00E-04,0.23985,0.77479,0.01153,0.31118,0.00582,0.02558
7,412,519,CSE Asia,1987,1995,80.13,23.07,18.73,4671,23.34,1,0.50829,0.50829,0.26913,0.22259,0.0465,0.95531,3.00E-05,0.33336,0.00383,0.95528,0.32953,0.29565,0.03831,0.90447,0.96491,0.62877,0.00685,0.22554,0.14349,0.00327,0.46016,0.44026,0.00215,0.15674,0.92851,0.00205,0.77872,0.8215,0.00759,0.07883,0.11013,0.24836,0.00336,0.01833,0.00947,0.00302,0.00107,0.57706,0.606,0.00265,0.05941,0.13911,6.00E-05,0.44412,0.2957,0.00278,0.92631,0.02037,0.00208,9.00E-05,0.01351,0.07258,0.03156,0.32762,0.06657,0.00021,0.28175,0.0094,0.48175,0.00527,0.23611,8.00E-05,0.14361,0.00627,0.32732,0.74486,0.9967,0.08456,0.02242,0.08077,0.3527,0.97116,0.00259,0.08952,0.06768,0.00113,0.55117,0.00085,0,0.00116,0,0.00934,0.9587,0.00145,0.77322,0,0.02807,0.28292,0.11958,0.00448,0.37489,0.02739,0.01505,0.00422,0.00408,0.00042,0.00255,0.99837,0.07749,0.00355,0.802,0.00228,0.46846,0.11399,0.06925,0.02532,0.02131,0.06613,0.01171,0.01227,0.08644,0.01938,0.00086,0.67301,0.00124,0,0.00384,0.1215,0.01828,0.77779,0.52229,0.01813,0.01173,2.00E-05,0.00071,0.5109,0.62739,0.13908,0.9034,0.03512,0.52647,0.65459,0.03439,0.01858,0.37399,0.11734,0.27201,0.30231,0.00527,0.00081,0.38692,0.05419,0.01334,0.00038,0.67701,8.00E-05,1.00E-05,0.0024,0.14555,0.01397,0.00186,0.00079,0.00105,0.59382,5.00E-05,0.74995,0.00962,0.00068,0.00158,1.00E-05,0.68744,0.00471,0.0121,4.00E-05,0.00513,0.00018,0.00161,0.53223,0.12585,0.9648,0.02669,0.12732,0.00796,0.20364,0.17177,0.01296,0.00326,0.16779,0.16853,0.09144,0.54507,0.41856,0.02783,0.00397,0.24396,0.46112,0.82732,0.97207,0.60331,0.76562,0.80001,0.48261,0.00235,0.01239,0.20209,0.7912,0.03797,0.67569,0.10085,0.89563,0.01702,0.00094,0.00034,0.00065,0.00014,0.00145,0.02827,2.00E-05,0.00083,0.88809,0.02492,0.00214,0.24586,0.71532,0.94322,0.02337,0.0241,0.23189,0.75145,0.99735,0.45488,0.82401,0.00022,0.84475,0.2238,0.91176,1.00E-05,0.05085,0.00034,0.25604,0.03288,0.00022,0.507,0.72426,0.00239,0.03413,0.00061,2.00E-04,0.01194,0.91875,0.02635,0.62566,0.16158
